state,key,value
-,adilabad,8732,TS,adilabad,504001:504312:504308:504002
-,agra,562,UP,agra,282005:283126:282002:282008:282007:282006:282004:282003:282009:282010:282001
-,ahmedabad,79,GJ,ahmedabad,380210:382346:380050:380009:380045:382115:382410:380014:382425:380011:380024:380054:382442:382405:382325:380003:380018:380020:382427:999988:380057:382449:380015:387540:382470:380022:382324:380019:380058:382440:382418:382445:380008:380055:380010:380028:380027:382345:382352:380059:380025:382475:380063:382430:382350:380004:382428:382333:382330:380029:382340:382433:380005:382443:382481:382404:380051:380052:380330:380016:382424:380041:380017:382415:380002:380026:380023:380007:380053:380062:380013:382211:380061:382435:380001:380021:382480:380060:380006:382327
-,ahmednagar,241,MH,ahmednagar,414005:414112:414002:414601:414003:414201:414006:414111:414001:414004:414110
-,aizawl,389,MZ,aizawl,796001:796036:796014:796410:796005:796015:796009:796007:796012:796004:796008:796025:796017:796421
-,ajmer,145,RJ,ajmer,305008:305002:305006:305007:305025:305004:305022:305021:305001:305206:305005:305024:305003:305011:305023:305012:305009
-,akola,724,MH,akola,444003:444004:444109:444001:444401:444407:444405:444302:444002:444311:444308:444005:444102:444502:444104:444501:444006
-,alappuzha,477,KL,alappuzha,688564:688002:688532:688525:688523:688538:688511:688546:688011:688584:688531:688008:688512:688530:688533:688524:688009:688586:688544:688529:688566:688013:688558:688587:688536:688004:688502:688561:688508:688542:688567:688501:688541:688559:688543:688539:688001:688006:688010:688540:688556:688521:688527:688557:688012:688003:688014:688582:688526:688522:688545:688007:688528:688555:688505:688005:688554:688552
-,aligarh,571,UP,aligarh,204106:202150:202131:212128:202122:202127:202126:202155:202002:202129:202305:202281:202133:202128:202120:202004:202121:202280:202124:202282:202001:202145:202125:202130
-,alirajpur,7394,MP,alirajpur,457888:457990:457887:457893
-,almora,5962,UK,almora,263601:263620:263636:263643
-,alwar,144,RJ,alwar,301002:301025:301031:301026:301023:301028:301032:301030:301001
-,ambala,171,HR,ambala,134011:133003:133010:133004:133101:133002:133007:133005:134005:136135:134008:134007:133205:133006:133104:133021:136134:134002:134003:133202:133008:133201:133203:133001:134012:133102:133207:134001
-,amethi,5368,UP,amethi,230503:227411:227807:230125:227409:227412:227406:227405:230501:227413:227407
-,amravati,721,MH,amravati,444604:444802:444710:444603:444901:444602:444606:444701:444814:444605:444607:444601:444801:444608:444904
-,amreli,2792,GJ,amreli,364565:365610:365535:364540:365456:365430:365601:365455:365450:365440:365545
-,amritsar,183,PB,amritsar,143002:143010:143108:143009:143003:143106:143007:143026:143008:143104:143414:143004:143006:143601:143005:143022:143107:143021:143105:143066:143001
-,anand,2692,GJ,anand,388560:388540:388360:388336:388132:388480:388370:388340:388330:382712:388121:388001:387375:388545:388465:388315:388450:388308:388410:388110:388470:388051:388201:388421:388460:388307:388543:388325:388345:387220:388122:388305:388310:388320:387345:388120:388052:387315:388131:387325:387310:388140:388335:388520:388306:388355:388205:388544:388130:388365:388440:388510:388160:388350:387240:388105
-,anantapur,8554,AP,anantapur,515001:515435:515004:515003:515002:515701:515631:515425:515731:515005:515721
-,anantnag,1932,JK,anantnag,192221:192231:192211:192212:192101:192129:192201:192102:192401:192125:192233:192232:192124:192210:192305
-,anuppur,7659,MP,anuppur,484881:484224:484116:484887:484330:484220:484117:484886
-,araria,6453,BR,araria,854334:854333:854201:854311:854312:854329
-,ariyalur,4329,TN,ariyalur,621731:621729:621715:621704:621701:621714:621705:621718:621713:621653:621707
-,arwal,6337,BR,arwal,804426:804402:804419:804401:801110:802208:804430:804428
-,ashok nagar,7543,MP,ashok nagar,473332:473335:473331:473338:473330
-,auraiya,5683,UP,auraiya,206122:209125:285125:209715:206244:206247:206129
-,aurangabad,6186:240,MH,aurangabad,431003:431136:431007:430005:431005:431115:431102:431008:431004:415570:431009:431154:431133:431101:431010:431001:430006:431006:431002:431152:431210:431201
-,azamgarh,5462,UP,azamgarh,276204:276305:276201:276001:276301:223227:276302:223224:276406:276205:276303:276128:223226:276304:276202:223225:276207
-,bagalkot,8354,KA,bagalkot,587128:587102:587111:587126:587101:587103:587204:587205:587120
-,bageshwar,5963,UK,bageshwar,263632:263634:263642
-,bahraich,5252,UP,bahraich,271902:271806:271824:271801:271871:271875:271851:271870:271825:271872:271802
-,balaghat,7632,MP,balaghat,481102:481226:481115:481101:481001:481222
-,balangir,6652,OR,balangir,767002:767024:767005:767003:767001:767065
-,ballia,5498,UP,ballia,277306:277302:277301:277219:221715:277203:277124:221719:277303:277123:277210:277001:277202:277401:277405:221718:277207:221717:277304
-,balrampur,5263,UP,balrampur,271207:271605:271306:271604:271205:271609:271861:271607
-,banda,5192,UP,banda,210001:210123
-,bandipora,1957,JK,bandipora,193504:193501:193502
-,banka,6424,BR,banka,814131:813103:813124:813125:813126:813106:813101:813127:813211:813102
-,bankura,3242,WB,bankura,722203:722170:722152:722101:722102:722136:722133:722155:722174:722180:722179:722107:722146
-,banswara,2962,RJ,banswara,327007:327002:327025:327604:327603:327026:327032:327034:327601:327001
-,barabanki,524,UP,barabanki,225122:225123:225412:225301:225002:225203:225204:225003:225001:225121:225414
-,baramulla,1952,JK,baramulla,193301:193123:193122:193303:193402:193101:193103
-,baran,7453,RJ,baran,325601:325215:325209:325222:325202:325205:325602:325207
-,bardhaman,342,WB,bardhaman,713124:713101:713407:713149:713104:713102:713103
-,bareilly,581,UP,bareilly,243123:243006:243501:243124:243003:243002:243004:243122:243502:243005:243202:243001
-,bargarh,6646,OR,bargarh,768028:768038:768040:768115:768031:768104:768029:768045:768030
-,barmer,2982,RJ,barmer,344601:344001:344035
-,barnala,1679,PB,barnala,148107:148109:148103:148105:148101
-,barpeta,3665,AS,barpeta,781318:781315:781316:781301:781317:781313:781352:781308:781314
-,barwani,7290,MP,barwani,451551:454341:451447:451555:451661:454334:451550:451556
-,bastar,7782,CG,bastar,494224:494010:494223:494222
-,basti,5542,UP,basti,272001:272155:272128:272170:272002:272003:272178:272123:272131:272125:272190:272302:272141:272124:272149:272105:272182:272126
-,bathinda,164,PB,bathinda,151005:151201:151001:151004:151003:151002:151101:151006
-,beed,2442,MH,beed,431122:431125:431126
-,begusarai,6243,BR,begusarai,848201:851134:851110:851218:848204:851225:851114:851102:851139:851130:851101:851210:851127:851132:851117:851131
-,belgaum,831,KA,belgaum,590008:591246:590013:590014:590016:591113:591139:591103:591109:590015:590005:591156:591254:590019:590004:590011:590006:590001:591221:590018:591243:591128:590012:590010:591143:590020:590002:590007:591124:591108:580010:590003:590009:590017
-,bellary,8392,KA,bellary,583123:583275:583117:583104:583276:583138:583103:583101:583105:583111:583115:577540:583152:583102
-,betul,7141,MP,betul,460225:460002:460004:460001
-,bhadrak,6784,OR,bhadrak,756101:756135:756113:756181:756114:756166:756124:756134:756139:756128:756168:756110:756116:756126:756100:756112:756142:756125:756111:756164:756140:756165:756167:756162:756127:756137:756163:756123
-,bhagalpur,641,BR,bhagalpur,813210:812004:813105:812002:812006:813233:812010:812003:812008:813112:812009:812007:812001:813113:812005:821002
-,bhandara,7184,MH,bhandara,441906:441905:441909:441924:441904
-,bharatpur,5644,RJ,bharatpur,321025:321301:321303:321021:321305:321001:321026:321603
-,bharuch,2642,GJ,bharuch,392030:392012:392105:392210:392014:392003:392001:392005:392002:392240:392111:392015:392011:392020:392161:392160:392221:392162:392004
-,bhavnagar,278,GJ,bhavnagar,364110:364241:364060:346005:364003:364005:346004:346002:364006:364001:364002:364004:346003
-,bhilwara,1482,RJ,bhilwara,311802:311001:311011:311028:311025:311012:301101:311405:311013
-,bhind,7543,MP,bhind,477001:477105:477222:477557:477660:477116:477227
-,bhiwani,1664,HR,bhiwani,127114:127111:127021:127020:127031:127311:127309:127032:125021
-,bhopal,755,MP,bhopal,462019:462010:462016:462012:462017:462014:462007:462032:462041:462037:462034:462021:462033:462001:462008:462020:462029:462006:462023:462018:462003:462043:462028:462027:462024:462005:462066:462004:462038:462040:462042:462011:462013:462026:462015:462044:462031:462022:462002:462030:462047:462025:462036:462039:462100
-,bidar,8482,KA,bidar,585441:585226:585429:585403:585413:585402:585423:585422:585431:585427:585401:585425
-,bijapur,7853:8352,KA,bijapur,586104:586108:586125:586105:586122:586103:586109:586113:586127:586119:586101:586106:586102
-,bijnor,1342,UP,bijnor,246731:246764:246701:246726:246728:246723:246721
-,bikaner,151,RJ,bikaner,334003:334401:334001:334002:334404:334402:334022:334004:334403:334006:334005
-,bilaspur,7752:1978,CG,bilaspur,495223:495005:495555:495224:495006:495663:495222:495003:495004:495009:495550:495002:495551:495220:495335:495001
-,bishnupur,3879,WB,bishnupur,722165:722144:722147:722122
-,bokaro,6549,JH,bokaro,827013:827011:827002:827009:827003:827004:827014:827001:827015:827010:826006:827016:827012:827006
-,bongaigaon,3664,AS,bongaigaon,783388:783384:783383:783385:783381:783380
-,boudh,6841,OR,boudh,762014:762024:762026
-,budaun,5832,UP,budaun,243631:243601:243634:243639:243637:243633
-,bulandshahr,5732,UP,bulandshahr,203001:203002:203409:245409:203121:203150
-,bundi,747,RJ,bundi,323025:323021:323022:323024:323026:323023:323001
-,burhanpur,7325,MP,burhanpur,450331:450445
-,buxar,6183,BR,buxar,802118:802131:802135:802113:802101:802116:802102:802103:802123
-,chamba,1899,HP,chamba,176318:176310:176314
-,chamoli,1372,UK,chamoli,246444:246440:246429:246473:246449:246455:246424:246472:246474:246488:246426:246487:246401:246446
-,champhai,3831,MZ,champhai,796321
-,chandauli,5412,UP,chandauli,232104:232106:232119:232108:232110:232105:232102:232114
-,chandrapur,7172,MH,chandrapur,442402:442401:442406:442908:442917:442916:442507:442403:442404
-,changlang,3808,AR,changlang,792120
-,chatra,6541,JH,chatra,825401
-,chennai,44,TN,chennai,600048:600045:600095:600024:600008:600079:600012:600118:600002:600054:600061:600055:600051:600036:600020:603210:600098:600115:601303:600011:600074:600019:600022:600057:600050:600077:600102:602103:600106:600100:999990:600122:600073:603103:600003:600049:602107:600005:600085:603209:600033:600088:600129:600070:600125:600058:600117:600081:600025:600113:600013:600032:600006:600046:600119:600004:600065:603211:600062:600009:600015:600128:600029:600083:600091:602024:600116:600018:600131:600080:600072:600044:600103:603202:600028:600087:600093:600071:600099:600030:600039:600097:600038:600016:600111:600114:600064:600031:600109:600078:600127:600108:600041:600107:600040:600059:600084:600092:600123:600063:600096:603112:600086:600101:600075:600056:603048:602101:600126:600027:600112:600034:600010:600037:601302:600052:601301:600121:600026:600082:600068:600076:600023:600021:600047:603203:600017:600060:600089:600094:600042:600090:600069:600132:600007:600001:600053:600014:600110:600124:600104:600066:600035:600043:600105:600130
-,chhatarpur,7682,MP,chhatarpur,471501:471405:471411:471105:471001:471408:471201
-,chhindwara,7162,MP,chhindwara,480112:480001:480102:480004:480003:480107
-,chitradurga,8194,KA,chitradurga,577502:577520:577541:577503:577532:577571:577501
-,chitrakoot,5198,UP,chitrakoot,210205:210209:210206:210207:210208:210204
-,chittoor,8572,AP,chittoor,517001:517416:517002:517127:517125:517003:517419:517429:517422:517132:517403:517004:517131:517129:517128
-,churu,1562,RJ,churu,331021:331027:331030:331031:331001
-,coimbatore,422,TN,coimbatore,641402:641030:641003:641040:641026:641108:641036:641028:641039:641018:641010:641016:641035:641012:641064:641659:641037:641005:641065:641015:641109:641020:641062:641001:641406:641004:611114:641017:641007:641027:641009:641006:641046:641031:641049:641103:641013:641041:999998:641008:641407:641061:641044:641101:641043:641025:641024:641404:641045:641201:641029:641011:641105:641405:641048:641114:641401:641033:641111:641668:641038:641023:641034:641408:641047:641021:641014:641002:641022
-,cooch behar,3582,WB,cooch behar,736156:736179:735211:736101:736159:736180:736160:736133:736171:736165:736170:736118:736204
-,cuddalore,4122,TN,cuddalore,607109:607003:607307:607001:607404:607006:607301:607401:607005:608801:607004:607002
-,cuttack,671,OR,cuttack,753005:753051:754006:753012:753000:753010:753027:753013:754291:753011:753141:753004:753015:754020:753003:754112:754101:753001:753009:754013:754100:753025:753071:753007:753014:754003:753008:753002:753021:753006
-,damoh,7812,MP,damoh,470661:470675:470672:470663:470666:470771
-,dantewada,7856,CG,dantewada,494441:494551:494449:494556:494552:494553
-,darbhanga,6272,BR,darbhanga,847429:846004:847122:846002:846001:846005:847101:847306:846008:847120:846006:846007:847121:846009:846003
-,darjeeling,354,WB,darjeeling,734218:734104:734100:734105:734227:734102:734215:734103:734101:734123:734214
-,datia,7522,MP,datia,475661:475686
-,dausa,1427,RJ,dausa,303501:303303:303507:303001:303506:303004:303109
-,davangere,8192,KA,davangere,577003:577551:577534:577004:577556:577601:577589:577218:577588:577001:577591:577519:577544:577566:577514:577002:581123:577518:577005:577512:577231:577525:577006:577552
-,dehradun,135,UK,dehradun,248012:248115:248005:248004:248160:248201:248010:248121:248110:248197:248006:248009:248146:248171:248018:248141:248001:248002:248013:248007:248102:248008:248161:248014:248147:248015:248195:248011:248003
-,deogarh,6641,OR,deogarh,768108:768119
-,deoghar,6432,JH,deoghar,814115:814142:814116:814143:814141:814114:814157:814120:814112:814113:814118:814122
-,deoria,5568,UP,deoria,274001:274405:274204:274003:274805:274201:274807:274202:274806
-,dewas,7272,MP,dewas,455116:455003:455111:455112:455115:455118:455001:455048
-,dhalai,3826,TR,dhalai,799284
-,dhamtari,7722,CG,dhamtari,491227:493770:493773:493776
-,dhanbad,326,JH,dhanbad,828301:826015:828110:828123:828133:828127:828128:828109:828131:828108:828104:828105:828106:828115:828130:828122:828135:828308:828124:828114:828132:828125:828302:828304:828116:826005:828121:828107:828309:828120:828305:828129:828103:828126:828113:828142:828112:826004:828117:828119:826001:828201:826007:826002:828111:828101:826003
-,dhar,7292,MP,dhar,454010:454773:454001
-,dharmapuri,4342,TN,dharmapuri,636701:636804:635301:636305:635205:636354:636352:636705:636803:636704:636351:636807:635202:636702:636703
-,dharwad,836,KA,dharwad,580118:580005:580002:580003:580011:580008:580006:580112:580001:581105:582222:580007:580114:581201:580009:580004
-,dhemaji,3753,AS,dhemaji,787057:787058
-,dhenkanal,6762,OR,dhenkanal,759015:759040:759021:759025:759022:759019:759013:759020:759001:759027
-,dholpur,5642,RJ,dholpur,328041:328030:328024:328027:328001:328028:328029
-,dhubri,3662,AS,dhubri,783324:783303:783323:783310:783331:783302:783339:783307:783320:783325:783301:783312:783321
-,dhule,2562,MH,dhule,424311:424004:424002:424006:424308:424003:424318:424005:424302:424301:424307:424001
-,dibrugarh,373,AS,dibrugarh,786004:786006:786008:786003:786005:786010:786012:786001:786007:786002
-,dimapur,3862,NL,dimapur,797117:797116:797113:797112:797115
-,dindigul,451,TN,dindigul,625203:624802:624211:624301:624308:624303:624005:624302:624714:624209:624316:624208:624702:624707:624006:624054:624008:624305:624004:624304:624701:624202:624314:624002:624306:626601:624003:624801:624219:624705:624204:624206:624804:624307:624803:624009:624709:624001:624007:624309:625602:624312:624220:624708
-,dindori,7644,MP,dindori,481880:481879
-,doda,1996,JK,doda,182147:182202:182201
-,dumka,6434,JH,dumka,814110:814101:814145:814151:814153
-,dungarpur,2964,RJ,dungarpur,314001:314402:314011:314404
-,durg,788,CG,durg,490021:490010:490011:491107:490012:490042:490001:490025:490027:490020:490013:491004:490009:490006:490005:490036:491002:490003:490023:491003:490004:491009:490007:491001:490002:490024:490022:490026
-,erode,424,TN,erode,638115:638007:638112:638012:638008:638057:638001:638006:638107:638051:638009:638327:638005:638102:638002:638154:638316:638004:638056:638101:638058:638003:638183:638104:638301:638010:638113:638011:638053:638052:638153
-,etah,5742,UP,etah,207122:207003:207120:207002:283152:207121:207126:207001
-,etawah,5688,UP,etawah,206126:206245:206001:206003:206002:206130:206131:206253
-,faizabad,5278,UP,faizabad,224001:224234:224189:224182:224203:224135:224204:224172:224123:224284:224141:224133:224127:224145:224201:224188:224161:224202:224171:224223:224157:224195
-,faridabad,129,HR,faridabad,121007:121011:121002:121004:121012:121010:121014:121005:121013:121009:121006:121001:121008:121015:121101:121003:121000
-,faridkot,1639,PB,faridkot,151212:142060:151214:151203:142050:151213
-,farrukhabad,5692,UP,farrukhabad,209625:209621:209651:209602:209601:209724:209749:209503:207501:206451:209501:209504:207503:209745:209739
-,fatehabad,1667,HR,fatehabad,125053:125048:125050:125122:125058:125120:125112:125113:125111
-,fatehpur,5180,UP,fatehpur,212662:212621:212663:212651:212661:212654:212601:212620:212645:212660
-,firozabad,5612,UP,firozabad,283207:283103:283203:283206:283205
-,gadag,8372,KA,gadag,582103:582204:582115:582112:582123:582120:582101:581107:581117:582116:582205:582117:582102:582210
-,gadchiroli,7132,MH,gadchiroli,442605
-,gandhinagar,79,GJ,gandhinagar,382020:382009:382006:382000:382027:383341:382004:380030:382029:382426:382014:382026:382321:382024:382015:382042:382018:382001:382041:382021:382422:382007:382044:382016:382008:382022:382421:382025:382010:382002:370204:382045:382320:382017:382610:382013:382019:382023:382423:382043:382355:382028:382030:382620:382003:382005:382011:382012
-,garhwa,6561,JH,garhwa,822133:822134:822114
-,gaya,631,BR,gaya,824230:824209:824232:823001:823005:824231:824234:823002:823003:823004:823000
-,ghaziabad,120,UP,ghaziabad,201013:201106:201302:201021:201003:201010:201007:201017:201016:201006:201018:201011:201014:201001:201004:201012:201009:201019:201002:201005:201000
-,ghazipur,548,UP,ghazipur,233002:233224:232341:232336:232332:233001:233300:233226:233311:233303:233305
-,giridih,6532,JH,giridih,815314:815302:815305:815301:815303:815316:815312
-,goalpara,3663,AS,goalpara,783125:783124:781320:783126:783120:783134:783122:783382:783121:783101
-,godda,6422,JH,godda,814133
-,golaghat,3774,AS,golaghat,785622:785621:782475:785705:785613:785702:785610:785641:782470:785603:786121:785625:785623
-,gonda,5262,UP,gonda,271122:271002:271308:271601:271003:271001:271310:271125:271301:271602:271401:271123
-,gondia,7182,MH,gondia,441601:441613:441911:441609:441603:441611:441614:441605:441606:441801:441902
-,gopalganj,6156,BR,gopalganj,841428:841440:841427:841405
-,gorakhpur,551,UP,gorakhpur,273202:273013:273007:273017:273009:273016:273014:273212:273209:273011:273008:273012:273001:273201:273401:273010:273015:273004:273003:273203:273006:273002:273005
-,gulbarga,8472,KA,gulbarga,585213:585101:585105:585333:585260:585109:585103:585106:585308:585104:585102
-,gumla,6524,JH,gumla,835220:835207:835324:835208:835232:835233:835231
-,guna,7542,MP,guna,473249:473101:473002:473110:473113:473001:473111:473112:473226
-,guntur,563,AP,guntur,522341:522309:522302:522509:522314:522004:522529:522010:522316:522238:522502:522034:522332:522515:522050:522036:522013:522002:522006:522009:522035:522022:522024:522235:522503:523171:522312:522436:522005:522318:522019:522311:522007:522001:522508:522003:522305:522501:522212:522438:522303:522510:522124:522315:522354:522020:522017
-,gurdaspur,1874,PB,gurdaspur,143529:143528:143530:143519:143521:143526:143520
-,gwalior,751,MP,gwalior,474011:474005:474009:477117:474008:474007:474015:474012:474003:474042:475001:474020:474006:474002:474001:474010:474004
-,hailakandi,3844,AS,hailakandi,788163:788167:788162:788161:788151:788164:788155:788156:788150:788160:788165:788169:788152:788168
-,hamirpur,1972:5282,HP,hamirpur,177005:177001:177501:177022:177040:177027:177030:177020:177029:177023:177048
-,hanumangarh,1552,RJ,hanumangarh,335513:335512:335064:335802
-,harda,7577,MP,harda,450116:461331:461228:461441:461335
-,hardoi,5852,UP,hardoi,241121:241401:241001:241122:241402:241403:241405
-,haridwar,1334,UK,haridwar,249306:249408:249409:249404:249411:249402:249401:249410:249403:249407
-,hassan,8172,KA,hassan,573213:573218:573128:573216:573201:573202:573220:573164:573118:573162:573212:573217:573226:573219
-,hathras,5722,UP,hathras,281307:204102:204101:281206:204213:204105:202139:204216:281306:202146
-,haveri,8375,KA,haveri,581128:583216:581153:581202:583217:581112:581193:581118:581108:581126:581213:581132:581148:581101:581205:581110
-,hingoli,2456,MH,hingoli,431703:431513:431702:431705
-,hisar,1662,HR,hisar,125006:125007:125044:125011:125002:125003:125005:125004:125001
-,hooghly,33,WB,hooghly,712503:712138:712121:712203:712104:712137:712125:712202:712148:712223:712124:712106:712222:712513:712105:712305:712204:712712:712248:712221:712103:712139:712504:712102:712502:712101:712201:712123:712136:712249
-,hoshangabad,7574,MP,hoshangabad,466445:461005:461001:461116:461661
-,hoshiarpur,1882,PB,hoshiarpur,146115:146110:146114:146022:146103:146021:144210:146006:146101:146112:146111:146024:144206:146102:144209:146001:145105:146002:144208:146113:146023:146104:146116
-,howrah,33,WB,howrah,711101:711113:711402:711411:711110:711114:701101:701102:711304:711323:721163:711409:701111:711313:711001:711111:711405:711103:711102:711112:711109:711115:711302:711311:711104:711403:711317
-,hyderabad,40,TS,hyderabad,500267:500097:500079:500061:500105:500014:500096:500056:500009:500104:500047:500006:500022:500004:500054:500037:500035:500094:500076:999995:500062:500594:500064:500050:502325:500077:500073:500068:500057:500085:500107:500031:500178:500039:500873:500040:500046:500024:500092:500059:500002:500052:500082:500380:500067:500048:500087:500482:500080:500019:500103:500028:500110:500265:500013:500010:500044:500660:500762:500023:500018:500021:500095:500007:500012:501323:500195:500015:500011:500070:500045:501510:500088:500089:500457:500253:500991:500041:500042:500049:500123:500098:500091:500086:500034:500051:500409:500605:500083:500069:500890:500065:500055:500090:500005:500025:500001:500081:509218:989896:500060:500361:500027:500264:500084:500030:500252:500033:500020:500058:500072:500017:500100:500066:500029:500063:500038:502032:500108:500053:501218:500074:501507:500093
-,indore,731,MP,indore,453112:453556:452019:452003:453555:999953:452014:452005:453331:453111:452001:452018:452007:452012:452008:452016:451010:452011:452017:455002:453332:450003:453771:452020:452009:452023:452004:452002:452056:452010:452006:452015:452013
-,jabalpur,761,MP,jabalpur,482006:482053:482020:482021:482009:482004:483001:482002:482003:482001:483053:482050:482008:483220:482005:482007:482010:482011
